lon_departure,lat_departure,lon_arrival,lat_arrival
-87.842,42.631,-88.777,40.39
-89.951,39.247,-90.543,41.305
-89.951,39.247,-88.777,40.39
-132.58,55.798,-132.411,55.802
-132.58,55.798,-131.523,55.592
-132.411,55.802,-132.58,55.798
-132.411,55.802,-131.523,55.592
-132.228,56.146,-131.523,55.592
-131.523,55.592,-132.58,55.798
-131.523,55.592,-132.411,55.802
-131.523,55.592,-132.228,56.146
-131.523,55.592,-131.297,55.218
-131.297,55.218,-131.523,55.592
175.319,-36.347,104.657,1.583
101.245,14.135,104.657,1.583
113.497,23.654,104.657,1.583
110.764,20.558,104.657,1.583
106.345,21.368,104.657,1.583
120.724,30.382,104.657,1.583
114.524,22.514,104.657,1.583
98.528,8.188,104.657,1.583
135.406,34.724,121.388,25.129
102.183,3.242,104.657,1.583
113.985,22.249,104.657,1.583
121.032,14.847,104.657,1.583
121.769,30.377,104.657,1.583
100.461,5.495,104.657,1.583
116.611,-31.901,104.657,1.583
105.406,11.91,104.657,1.583
104.354,13.684,105.406,11.91
96.222,17.512,104.657,1.583
107.086,11.364,104.657,1.583
104.657,1.583,175.319,-36.347
104.657,1.583,101.245,14.135
104.657,1.583,113.497,23.654
104.657,1.583,110.764,20.558
104.657,1.583,106.345,21.368
104.657,1.583,120.724,30.382
104.657,1.583,114.524,22.514
104.657,1.583,98.528,8.188
104.657,1.583,102.183,3.242
104.657,1.583,113.985,22.249
104.657,1.583,121.032,14.847
104.657,1.583,121.769,30.377
104.657,1.583,100.461,5.495
104.657,1.583,116.611,-31.901
104.657,1.583,105.406,11.91
104.657,1.583,104.354,13.684
104.657,1.583,96.222,17.512
104.657,1.583,107.086,11.364
104.657,1.583,117.138,23.666
104.657,1.583,121.388,25.129
117.138,23.666,104.657,1.583
121.388,25.129,135.406,34.724
121.388,25.129,104.657,1.583
7.277,51.482,9.852,48.118
9.852,48.118,7.277,51.482
9.852,48.118,15.732,47.651
9.852,48.118,10.647,54.05
9.852,48.118,13.479,52.932
9.852,48.118,16.949,48.183
15.732,47.651,9.852,48.118
10.647,54.05,9.852,48.118
13.479,52.932,9.852,48.118
16.949,48.183,9.852,48.118
5.273,52.514,-2.381,35.648
5.273,52.514,-5.862,36.211
2.13,41.495,-7.317,33.612
2.13,41.495,-2.381,35.648
2.13,41.495,-5.862,36.211
10.173,46.123,-7.317,33.612
4.807,51.502,-7.317,33.612
4.807,51.502,-2.381,35.648
4.807,51.502,-5.862,36.211
7.237,51.443,-2.381,35.648
-7.317,33.612,2.13,41.495
-7.317,33.612,10.173,46.123
-7.317,33.612,4.807,51.502
-7.317,33.612,8.038,44.911
-7.317,33.612,5.151,46.21
-7.317,33.612,4.605,43.96
-7.317,33.612,29.515,41.497
-7.317,33.612,12.324,46.08
8.038,44.911,-7.317,33.612
5.151,46.21,-7.317,33.612
4.605,43.96,-7.317,33.612
4.605,43.96,-2.381,35.648
4.605,43.96,-5.862,36.211
-2.381,35.648,5.273,52.514
-2.381,35.648,2.13,41.495
-2.381,35.648,4.807,51.502
-2.381,35.648,7.237,51.443
-2.381,35.648,4.605,43.96
29.515,41.497,-7.317,33.612
-5.862,36.211,5.273,52.514
-5.862,36.211,2.13,41.495
-5.862,36.211,4.807,51.502
-5.862,36.211,4.605,43.96
12.324,46.08,-7.317,33.612
-69.359,12.835,-67.781,12.218
-69.359,12.835,-68.934,12.314
-69.359,12.835,-72.877,11.877
-67.781,12.218,-69.359,12.835
-68.934,12.314,-69.359,12.835
-72.877,11.877,-69.359,12.835
72.49,41.212,38.51,55.681
64.805,40.291,38.51,55.681
38.51,55.681,72.49,41.212
38.51,55.681,64.805,40.291
38.51,55.681,72.241,40.598
38.51,55.681,66.535,39.389
38.51,55.681,46.529,41.229
38.51,55.681,71.927,41.641
38.51,55.681,67.639,40.167
38.51,55.681,19.205,42.674
38.51,55.681,67.516,37.477
72.241,40.598,38.51,55.681
66.535,39.389,38.51,55.681
46.529,41.229,38.51,55.681
71.927,41.641,38.51,55.681
67.639,40.167,38.51,55.681
19.205,42.674,38.51,55.681
67.516,37.477,38.51,55.681
-60.339,14.985,-61.22,16.442
-60.339,14.985,-60.989,14.033
-71.821,18.966,-69.449,18.716
-61.22,16.442,-60.339,14.985
-61.22,16.442,-62.721,18.503
-61.22,16.442,-69.449,18.716
-61.22,16.442,-62.412,18.166
-62.721,18.503,-61.22,16.442
-69.449,18.716,-71.821,18.966
-69.449,18.716,-61.22,16.442
-62.412,18.166,-61.22,16.442
-60.989,14.033,-60.339,14.985
113.497,23.654,107.069,30.198
113.497,23.654,104.578,30.964
113.497,23.654,146.215,15.198
107.093,-5.543,108.287,23.013
114.401,34.866,125.2,43.902
114.401,34.866,104.578,30.964
114.401,34.866,112.373,41.419
114.401,34.866,126.417,46.039
114.401,34.866,103.239,25.653
125.2,43.902,114.401,34.866
125.2,43.902,117.359,37.428
125.2,43.902,117.576,39.207
119.513,42.391,112.373,41.419
107.069,30.198,113.497,23.654
107.069,30.198,113.366,28.315
107.069,30.198,120.186,32.569
107.069,30.198,121.897,39.609
107.069,30.198,120.724,30.382
107.069,30.198,98.528,8.188
107.069,30.198,106.015,38.803
107.069,30.198,116.5,29.441
107.069,30.198,103.239,25.653
107.069,30.198,91.519,29.496
107.069,30.198,121.769,30.377
107.069,30.198,119.436,32.236
107.069,30.198,116.974,40.133
107.069,30.198,122.342,31.238
107.069,30.198,109.687,18.504
107.069,30.198,114.351,23.065
107.069,30.198,117.359,37.428
107.069,30.198,121.92,25.116
107.069,30.198,117.576,39.207
107.069,30.198,87.79,44.511
107.069,30.198,121.42,28.52
107.069,30.198,114.346,31.306
107.069,30.198,109.252,34.745
107.069,30.198,118.212,24.906
107.069,30.198,102.071,36.879
107.069,30.198,111.735,31.118
113.366,28.315,107.069,30.198
113.366,28.315,104.578,30.964
113.366,28.315,120.105,26.558
113.366,28.315,118.212,24.906
104.578,30.964,113.497,23.654
104.578,30.964,114.401,34.866
104.578,30.964,113.366,28.315
104.578,30.964,110.055,40.416
104.578,30.964,110.764,20.558
104.578,30.964,112.373,41.419
104.578,30.964,117.497,32.3
104.578,30.964,120.724,30.382
104.578,30.964,114.524,22.514
104.578,30.964,98.528,8.188
104.578,30.964,126.75,37.781
104.578,30.964,106.015,38.803
104.578,30.964,117.293,29.564
104.578,30.964,104.138,33.428
104.578,30.964,116.5,29.441
104.578,30.964,103.239,25.653
104.578,30.964,115.52,26.376
104.578,30.964,107.334,26.897
104.578,30.964,110.065,25.363
104.578,30.964,104.028,36.195
104.578,30.964,100.388,27.472
104.578,30.964,91.519,29.496
104.578,30.964,73.881,4.319
104.578,30.964,119.436,32.236
104.578,30.964,108.287,23.013
104.578,30.964,116.974,40.133
104.578,30.964,122.342,31.238
104.578,30.964,121.034,24.441
104.578,30.964,115.162,38.467
104.578,30.964,109.687,18.504
104.578,30.964,114.351,23.065
104.578,30.964,120.624,36.443
104.578,30.964,98.805,25.564
104.578,30.964,117.359,37.428
104.578,30.964,121.388,25.129
104.578,30.964,121.92,25.116
104.578,30.964,117.576,39.207
104.578,30.964,113.047,38.244
104.578,30.964,87.79,44.511
104.578,30.964,121.42,28.52
104.578,30.964,114.346,31.306
104.578,30.964,120.715,31.824
104.578,30.964,102.307,28.648
104.578,30.964,109.252,34.745
104.578,30.964,118.212,24.906
104.578,30.964,102.071,36.879
104.578,30.964,117.183,34.266
104.578,30.964,111.735,31.118
120.186,32.569,107.069,30.198
120.186,32.569,108.287,23.013
120.186,32.569,113.626,22.01
121.897,39.609,107.069,30.198
121.897,39.609,117.359,37.428
121.897,39.609,117.183,34.266
110.055,40.416,104.578,30.964
110.055,40.416,123.483,41.637
120.105,26.558,113.366,28.315
120.105,26.558,116.5,29.441
110.764,20.558,104.578,30.964
110.764,20.558,121.769,30.377
110.764,20.558,108.287,23.013
110.764,20.558,113.626,22.01
112.373,41.419,114.401,34.866
112.373,41.419,119.513,42.391
112.373,41.419,104.578,30.964
112.373,41.419,116.5,29.441
112.373,41.419,117.359,37.428
117.497,32.3,104.578,30.964
120.724,30.382,107.069,30.198
120.724,30.382,104.578,30.964
114.524,22.514,104.578,30.964
114.524,22.514,111.735,31.118
98.528,8.188,107.069,30.198
98.528,8.188,104.578,30.964
120.375,49.341,126.417,46.039
126.417,46.039,114.401,34.866
126.417,46.039,120.375,49.341
126.417,46.039,121.769,30.377
126.417,46.039,119.436,32.236
126.417,46.039,115.162,38.467
126.417,46.039,117.359,37.428
126.417,46.039,121.42,28.52
126.417,46.039,114.346,31.306
126.417,46.039,117.183,34.266
126.75,37.781,104.578,30.964
106.015,38.803,107.069,30.198
106.015,38.803,104.578,30.964
106.015,38.803,110.065,25.363
106.015,38.803,109.252,34.745
117.293,29.564,104.578,30.964
117.293,29.564,118.212,24.906
98.569,40.428,104.028,36.195
118.983,25.327,107.334,26.897
118.983,25.327,114.346,31.306
104.138,33.428,104.578,30.964
76.033,39.904,87.79,44.511
116.5,29.441,107.069,30.198
116.5,29.441,104.578,30.964
116.5,29.441,120.105,26.558
116.5,29.441,112.373,41.419
116.5,29.441,121.769,30.377
116.5,29.441,109.687,18.504
103.239,25.653,114.401,34.866
103.239,25.653,107.069,30.198
103.239,25.653,104.578,30.964
103.239,25.653,107.334,26.897
103.239,25.653,121.769,30.377
103.239,25.653,117.359,37.428
103.239,25.653,121.388,25.129
103.239,25.653,108.676,31.393
103.239,25.653,118.212,24.906
103.239,25.653,117.183,34.266
115.52,26.376,104.578,30.964
115.52,26.376,118.212,24.906
107.334,26.897,104.578,30.964
107.334,26.897,118.983,25.327
107.334,26.897,103.239,25.653
107.334,26.897,104.028,36.195
107.334,26.897,109.687,18.504
107.334,26.897,121.42,28.52
107.334,26.897,117.183,34.266
110.065,25.363,104.578,30.964
110.065,25.363,106.015,38.803
110.065,25.363,109.687,18.504
104.028,36.195,104.578,30.964
104.028,36.195,98.569,40.428
104.028,36.195,107.334,26.897
104.028,36.195,91.519,29.496
104.028,36.195,109.252,34.745
100.388,27.472,104.578,30.964
91.519,29.496,107.069,30.198
91.519,29.496,104.578,30.964
91.519,29.496,104.028,36.195
91.519,29.496,102.071,36.879
118.686,35.076,109.252,34.745
105.235,31.713,109.687,18.504
105.235,31.713,102.071,36.879
73.881,4.319,104.578,30.964
121.769,30.377,107.069,30.198
121.769,30.377,110.764,20.558
121.769,30.377,126.417,46.039
121.769,30.377,116.5,29.441
121.769,30.377,103.239,25.653
121.769,30.377,109.252,34.745
119.436,32.236,107.069,30.198
119.436,32.236,104.578,30.964
119.436,32.236,126.417,46.039
119.436,32.236,109.687,18.504
108.287,23.013,107.093,-5.543
108.287,23.013,104.578,30.964
108.287,23.013,120.186,32.569
108.287,23.013,110.764,20.558
108.287,23.013,107.086,11.364
108.287,23.013,114.346,31.306
121.626,32.118,114.346,31.306
116.974,40.133,107.069,30.198
116.974,40.133,104.578,30.964
116.974,40.133,108.676,31.393
116.974,40.133,105.257,37.954
122.342,31.238,107.069,30.198
122.342,31.238,104.578,30.964
122.342,31.238,146.215,15.198
121.034,24.441,104.578,30.964
107.086,11.364,108.287,23.013
123.483,41.637,110.055,40.416
115.162,38.467,104.578,30.964
115.162,38.467,126.417,46.039
146.215,15.198,113.497,23.654
146.215,15.198,122.342,31.238
109.687,18.504,107.069,30.198
109.687,18.504,104.578,30.964
109.687,18.504,116.5,29.441
109.687,18.504,107.334,26.897
109.687,18.504,110.065,25.363
109.687,18.504,105.235,31.713
109.687,18.504,119.436,32.236
109.687,18.504,117.359,37.428
109.687,18.504,121.42,28.52
114.351,23.065,107.069,30.198
114.351,23.065,104.578,30.964
120.624,36.443,104.578,30.964
98.805,25.564,104.578,30.964
117.359,37.428,125.2,43.902
117.359,37.428,107.069,30.198
117.359,37.428,104.578,30.964
117.359,37.428,121.897,39.609
117.359,37.428,112.373,41.419
117.359,37.428,126.417,46.039
117.359,37.428,103.239,25.653
117.359,37.428,109.687,18.504
121.388,25.129,104.578,30.964
121.388,25.129,103.239,25.653
121.92,25.116,107.069,30.198
121.92,25.116,104.578,30.964
117.576,39.207,125.2,43.902
117.576,39.207,107.069,30.198
117.576,39.207,104.578,30.964
113.047,38.244,104.578,30.964
87.79,44.511,107.069,30.198
87.79,44.511,104.578,30.964
87.79,44.511,76.033,39.904
87.79,44.511,109.252,34.745
87.79,44.511,81.55,44.593
121.42,28.52,107.069,30.198
121.42,28.52,104.578,30.964
121.42,28.52,126.417,46.039
121.42,28.52,107.334,26.897
121.42,28.52,109.687,18.504
114.346,31.306,107.069,30.198
114.346,31.306,104.578,30.964
114.346,31.306,126.417,46.039
114.346,31.306,118.983,25.327
114.346,31.306,108.287,23.013
114.346,31.306,121.626,32.118
120.715,31.824,104.578,30.964
108.676,31.393,103.239,25.653
108.676,31.393,116.974,40.133
102.307,28.648,104.578,30.964
109.252,34.745,107.069,30.198
109.252,34.745,104.578,30.964
109.252,34.745,106.015,38.803
109.252,34.745,104.028,36.195
109.252,34.745,118.686,35.076
109.252,34.745,121.769,30.377
109.252,34.745,87.79,44.511
109.252,34.745,102.071,36.879
109.252,34.745,105.257,37.954
118.212,24.906,107.069,30.198
118.212,24.906,113.366,28.315
118.212,24.906,104.578,30.964
118.212,24.906,117.293,29.564
118.212,24.906,103.239,25.653
118.212,24.906,115.52,26.376
102.071,36.879,107.069,30.198
102.071,36.879,104.578,30.964
102.071,36.879,91.519,29.496
102.071,36.879,105.235,31.713
102.071,36.879,109.252,34.745
117.183,34.266,104.578,30.964
117.183,34.266,121.897,39.609
117.183,34.266,126.417,46.039
117.183,34.266,103.239,25.653
117.183,34.266,107.334,26.897
111.735,31.118,107.069,30.198
111.735,31.118,104.578,30.964
111.735,31.118,114.524,22.514
81.55,44.593,87.79,44.511
105.257,37.954,116.974,40.133
105.257,37.954,109.252,34.745
113.626,22.01,120.186,32.569
113.626,22.01,110.764,20.558
-81.519,12.972,-73.579,5.169
-76.667,7.055,-75.318,6.366
-75.611,4.754,-73.579,5.169
-74.635,11.482,-73.579,5.169
-72.642,7.21,-73.579,5.169
-72.642,7.21,-72.186,8.545
-72.642,7.21,-75.318,6.366
-73.579,5.169,-81.519,12.972
-73.579,5.169,-75.611,4.754
-73.579,5.169,-74.635,11.482
-73.579,5.169,-72.642,7.21
-73.579,5.169,-75.97,3.905
-73.579,5.169,-75.189,10.737
-73.579,5.169,-72.186,8.545
-73.579,5.169,-71.974,5.531
-73.579,5.169,-79.588,26.12
-73.579,5.169,-74.556,4.702
-73.579,5.169,-69.906,-3.656
-73.579,5.169,-75.039,6.274
-73.579,5.169,-75.71,9.372
-73.579,5.169,-75.108,5.049
-73.579,5.169,-74.824,3.583
-73.579,5.169,-75.566,5.354
-73.579,5.169,-76.169,0.842
-73.579,5.169,-73.718,11.199
-73.579,5.169,-76.402,6.151
-73.579,5.169,-72.75,10.725
-73.579,5.169,-73.357,4.279
-75.97,3.905,-73.579,5.169
-75.189,10.737,-73.579,5.169
-72.186,8.545,-72.642,7.21
-72.186,8.545,-73.579,5.169
-75.318,6.366,-76.667,7.055
-75.318,6.366,-72.642,7.21
-75.318,6.366,-74.556,4.702
-75.318,6.366,-75.71,9.372
-75.318,6.366,-75.566,5.354
-75.318,6.366,-76.402,6.151
-71.974,5.531,-73.579,5.169
-79.588,26.12,-73.579,5.169
-74.556,4.702,-73.579,5.169
-74.556,4.702,-75.318,6.366
-69.906,-3.656,-73.579,5.169
-75.039,6.274,-73.579,5.169
-75.71,9.372,-73.579,5.169
-75.71,9.372,-75.318,6.366
-75.108,5.049,-73.579,5.169
-74.824,3.583,-73.579,5.169
-75.566,5.354,-73.579,5.169
-75.566,5.354,-75.318,6.366
-76.169,0.842,-73.579,5.169
-73.718,11.199,-73.579,5.169
-76.402,6.151,-73.579,5.169
-76.402,6.151,-75.318,6.366
-72.75,10.725,-73.579,5.169
-73.357,4.279,-73.579,5.169
31.675,30.203,35.477,32.018
35.477,32.018,31.675,30.203
36.983,51.073,76.523,66.069
30.437,60.333,37.435,55.985
60.038,42.814,37.435,55.985
76.523,66.069,36.983,51.073
76.523,66.069,37.435,55.985
73.164,65.801,64.007,61.533
73.164,65.801,37.435,55.985
64.007,61.533,73.164,65.801
64.007,61.533,37.435,55.985
53.804,63.567,37.435,55.985
48.377,54.447,37.435,55.985
37.435,55.985,30.437,60.333
37.435,55.985,60.038,42.814
37.435,55.985,76.523,66.069
37.435,55.985,73.164,65.801
37.435,55.985,64.007,61.533
37.435,55.985,53.804,63.567
37.435,55.985,48.377,54.447
101.245,14.135,90.662,24.405
88.744,23.091,90.662,24.405
92.355,22.416,90.662,24.405
92.355,22.416,55.607,25.421
92.606,21.753,90.662,24.405
90.662,24.405,101.245,14.135
90.662,24.405,88.744,23.091
90.662,24.405,92.355,22.416
90.662,24.405,92.606,21.753
90.662,24.405,55.607,25.421
90.662,24.405,39.26,22.132
90.662,24.405,89.268,23.306
90.662,24.405,85.598,28.16
90.662,24.405,102.183,3.242
90.662,24.405,92.444,25.605
55.607,25.421,92.355,22.416
55.607,25.421,90.662,24.405
39.26,22.132,90.662,24.405
89.268,23.306,90.662,24.405
85.598,28.16,90.662,24.405
102.183,3.242,90.662,24.405
92.444,25.605,90.662,24.405
-82.849,76.71,-94.95,75.194
-94.95,75.194,-82.849,76.71
-96.397,33.494,-58.227,-34.704
-58.227,-34.704,-96.397,33.494
-58.227,-34.704,-73.632,41.066
-58.227,-34.704,-79.818,26.322
-58.227,-34.704,-67.94,18.945
-73.632,41.066,-58.227,-34.704
-79.818,26.322,-58.227,-34.704
-79.818,26.322,-67.94,18.945
-67.94,18.945,-58.227,-34.704
-67.94,18.945,-79.818,26.322
-138.547,64.071,-133.138,68.506
-138.547,64.071,-139.732,67.95
-138.547,64.071,-134.446,61.182
-113.3,53.516,-134.446,61.182
-133.138,68.506,-138.547,64.071
-133.138,68.506,-139.732,67.95
-139.732,67.95,-138.547,64.071
-139.732,67.95,-133.138,68.506
-122.641,49.323,-134.446,61.182
-134.446,61.182,-138.547,64.071
-134.446,61.182,-122.641,49.323
-134.446,61.182,-113.368,51.189
-113.368,51.189,-113.3,53.516
55.085,24.721,69.353,34.943
77.171,28.944,69.353,34.943
55.607,25.421,69.353,34.943
69.353,34.943,55.085,24.721
69.353,34.943,77.171,28.944
69.353,34.943,55.607,25.421
7.881,47.983,34.332,27.297
7.881,47.983,34.972,25.928
7.881,47.983,34.658,28.628
6.181,46.396,21.059,42.954
34.332,27.297,7.881,47.983
34.332,27.297,34.658,28.628
34.332,27.297,8.915,47.774
33.177,26.118,34.658,28.628
21.059,42.954,6.181,46.396
21.059,42.954,8.915,47.774
34.972,25.928,34.658,28.628
22.035,42.602,8.915,47.774
34.658,28.628,7.881,47.983
34.658,28.628,8.915,47.774
8.915,47.774,34.332,27.297
8.915,47.774,33.177,26.118
8.915,47.774,21.059,42.954
8.915,47.774,22.035,42.602
-4.166,37.124,9.369,49.149
18.531,60.086,7.237,51.443
26.17,44.838,7.237,51.443
26.17,44.838,9.369,49.149
26.17,44.838,13.87,52.633
2.13,41.495,7.237,51.443
2.13,41.495,10.141,52.768
2.13,41.495,9.369,49.149
20.515,45.364,7.237,51.443
20.515,45.364,9.369,49.149
11.481,44.892,7.237,51.443
17.267,41.231,7.237,51.443
17.267,41.231,9.369,49.149
19.425,47.728,7.237,51.443
19.425,47.728,9.369,49.149
7.237,51.443,18.531,60.086
7.237,51.443,26.17,44.838
7.237,51.443,2.13,41.495
7.237,51.443,20.515,45.364
7.237,51.443,11.481,44.892
7.237,51.443,17.267,41.231
